Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Price_per_km
2337,Hyundai i10 Sportz,Kochi,2012,42591,First,20.36,1197.0,78.9,5.0,11.48,3.2,False,True,True,12,7.513324411260596e-05
2338,Hyundai i20 1.4 CRDi Sportz,Bangalore,2012,67000,First,23.0,1396.0,90.0,5.0,11.48,4.5,False,False,True,12,6.716417910447761e-05
2339,Honda Amaze S i-Dtech,Pune,2014,48000,Second,25.8,1498.0,98.6,5.0,11.48,4.5,False,False,True,10,9.375e-05
2340,Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2014,97000,First,22.32,1582.0,126.32,5.0,11.48,8.0,False,False,False,10,8.247422680412371e-05
2341,Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,First,17.9,2143.0,136.0,5.0,41.94,28.9,False,False,False,6,0.0028899999999999998
2342,Volkswagen Polo 1.5 TDI Trendline,Coimbatore,2015,56900,First,20.14,1498.0,88.8,5.0,11.48,4.1,False,False,True,9,7.205623901581722e-05
2344,Maruti Baleno Zeta Automatic,Kochi,2017,36152,First,21.4,1197.0,83.1,5.0,11.48,7.22,False,True,False,7,0.00019971232573578223
2345,Maruti Swift VDI,Hyderabad,2014,85512,First,22.9,1248.0,74.0,5.0,11.48,5.8,False,False,True,10,6.782673776779867e-05
2346,Mahindra Xylo D2 BSIV,Chennai,2013,234000,Second,14.0,2489.0,95.0,8.0,11.48,3.5,False,False,True,11,1.4957264957264958e-05
2347,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,36000,Second,22.7,1498.0,89.84,5.0,11.48,6.35,False,False,True,11,0.00017638888888888888
2348,Mahindra XUV500 W8 2WD,Delhi,2015,36096,First,15.1,2179.0,140.0,7.0,11.48,8.85,False,False,True,9,0.0002451795212765957
2349,Chevrolet Beat LS,Hyderabad,2010,111111,Second,18.6,1199.0,79.4,5.0,11.48,2.0,False,True,True,14,1.8000018000018e-05
2350,Hyundai Verna 1.6 VTVT,Bangalore,2012,73000,First,17.01,1591.0,121.3,5.0,11.48,5.5,False,True,True,12,7.534246575342466e-05
2351,Hyundai Grand i10 Asta,Kolkata,2014,44300,Second,18.9,1197.0,82.0,5.0,11.48,2.3,False,True,True,10,5.191873589164785e-05
2352,Renault Duster 110PS Diesel RxZ,Bangalore,2014,74500,First,19.01,1461.0,108.45,5.0,11.48,7.95,False,False,True,10,0.00010671140939597315
2353,Hyundai Xcent 1.2 Kappa S Option,Coimbatore,2016,21495,First,19.1,1197.0,81.86,5.0,11.48,6.16,False,True,True,8,0.00028657827401721333
2354,Hyundai i10 Sportz,Delhi,2012,59000,First,20.36,1197.0,78.9,5.0,11.48,2.85,False,True,True,12,4.8305084745762714e-05
2355,Mercedes-Benz GLA Class 200 Sport Edition,Delhi,2016,23000,First,13.7,1991.0,183.0,5.0,11.48,25.0,False,True,False,8,0.0010869565217391304
2356,Mercedes-Benz New C-Class 220 CDI MT,Coimbatore,2008,50135,First,15.8,2148.0,170.0,5.0,11.48,10.36,False,False,True,16,0.0002066420664206642
2357,Mercedes-Benz CLA 200 Sport Edition,Delhi,2016,25000,First,15.04,1991.0,183.0,5.0,11.48,26.0,False,True,False,8,0.00104
2358,Hyundai Verna 1.6 SX CRDi (O),Kolkata,2013,47000,First,22.32,1582.0,126.32,5.0,11.48,4.35,False,False,True,11,9.25531914893617e-05
2359,Mahindra Xylo D2 Maxx,Chennai,2016,150000,First,14.95,2489.0,93.7,9.0,11.48,4.5,False,False,True,8,3e-05
2360,Maruti Swift Dzire LDI,Delhi,2015,53503,First,26.59,1248.0,74.0,5.0,11.48,5.0,False,False,True,9,9.345270358671477e-05
2361,Hyundai i10 Sportz,Ahmedabad,2014,47003,First,20.36,1197.0,78.9,5.0,11.48,3.67,False,True,True,10,7.808012254536944e-05
2362,Tata Safari Storme Explorer Edition,Delhi,2014,80000,First,14.0,2179.0,138.1,7.0,11.48,6.0,False,False,True,10,7.5e-05
2363,Hyundai Grand i10 Asta,Coimbatore,2018,20492,First,18.9,1197.0,82.0,5.0,11.48,6.34,False,True,True,6,0.00030938902986531327
2364,Mini Cooper Convertible S,Chennai,2012,17000,Second,16.82,1998.0,189.08,4.0,44.28,22.0,False,True,False,12,0.0012941176470588236
2365,Toyota Corolla H5,Delhi,2006,79000,Second,13.4,1794.0,125.0,5.0,11.48,1.67,False,True,True,18,2.113924050632911e-05
2366,Toyota Corolla Altis G MT,Kolkata,2014,27000,First,14.28,1798.0,138.03,5.0,11.48,7.95,False,True,True,10,0.00029444444444444445
2367,Maruti Grand Vitara 2.4 MT,Kochi,2018,28786,First,10.4,2393.0,163.5,5.0,11.48,9.74,False,True,True,6,0.0003383589244771764
2368,Mahindra XUV500 W8 1.99 mHawk,Chennai,2011,143354,Second,16.0,1997.0,140.0,7.0,11.48,6.0,False,False,True,13,4.185443029144635e-05
2370,Mini Cooper 3 DOOR S,Mumbai,2013,21000,First,17.44,1998.0,189.08,4.0,39.57,21.5,False,True,False,11,0.0010238095238095238
2372,Maruti Ritz VDi,Jaipur,2009,73000,Second,21.1,1248.0,73.9,5.0,11.48,2.35,False,False,True,15,3.219178082191781e-05
2373,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2012,74000,Second,22.07,1199.0,73.9,5.0,11.48,2.65,False,False,True,12,3.581081081081081e-05
2374,Hyundai i10 Magna,Kochi,2011,65423,First,20.36,1197.0,78.9,5.0,11.48,3.16,False,True,True,13,4.8301056203475844e-05
2375,Maruti A-Star Vxi,Jaipur,2009,65000,Second,19.0,998.0,66.1,5.0,11.48,2.05,False,True,True,15,3.153846153846154e-05
2377,Maruti Wagon R Stingray LXI,Hyderabad,2014,55277,First,20.51,998.0,67.04,5.0,11.48,3.9,False,True,True,10,7.055375653526784e-05
2378,Honda Mobilio S i DTEC,Coimbatore,2017,50808,Second,24.2,1498.0,98.6,7.0,11.48,6.68,False,False,True,7,0.0001314753582113053
2379,Hyundai EON Era Plus,Jaipur,2017,52000,Second,21.1,814.0,55.2,5.0,11.48,3.5,False,True,True,7,6.73076923076923e-05
2380,Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,First,14.84,1598.0,103.52,5.0,13.7,8.11,False,True,False,7,0.0002534375
2381,Maruti Ciaz VDi Plus SHVS,Delhi,2017,25000,First,28.09,1248.0,88.5,5.0,11.48,8.3,False,False,True,7,0.00033200000000000005
2382,Mercedes-Benz M-Class ML 250 CDI,Coimbatore,2016,23218,First,15.26,2143.0,203.2,5.0,11.48,45.61,False,False,False,8,0.0019644241536738737
2383,Skoda Laura Elegance 2.0 TDI CR AT,Pune,2010,84000,First,20.0,1968.0,138.1,5.0,11.48,4.45,False,False,False,14,5.297619047619048e-05
2384,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,First,24.3,1248.0,88.5,5.0,11.48,7.85,False,False,True,7,0.00019625
2386,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,25135,First,24.0,1120.0,70.0,5.0,11.48,3.75,False,False,True,10,0.00014919435050726078
2387,Maruti Ertiga VDI,Delhi,2017,65000,First,25.47,1248.0,88.5,7.0,11.16,7.65,False,False,True,7,0.00011769230769230769
2388,Hyundai i20 1.2 Sportz,Ahmedabad,2013,40000,First,17.0,1197.0,80.0,5.0,11.48,4.9,False,True,True,11,0.0001225
2389,Mahindra XUV500 AT W10 FWD,Coimbatore,2018,24500,First,16.0,2179.0,140.0,7.0,11.48,16.52,False,False,False,6,0.0006742857142857143
2390,Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,56674,First,13.7,1798.0,157.75,5.0,11.48,14.05,False,True,False,8,0.0002479090941172319
2391,Maruti Ciaz VXi Plus,Kochi,2016,51950,First,20.73,1373.0,91.1,5.0,11.48,6.75,False,True,True,8,0.00012993262752646775
2392,Hyundai Creta 1.6 CRDi SX,Kolkata,2016,51000,First,19.67,1582.0,126.2,5.0,11.48,9.2,False,False,True,8,0.00018039215686274507
2394,Honda City 1.5 S MT,Chennai,2008,114750,Second,17.0,1497.0,118.0,5.0,11.48,2.75,False,True,True,16,2.3965141612200436e-05
2395,Ford Endeavour 2.2 Trend MT 4X4,Hyderabad,2016,107890,First,13.5,2198.0,157.7,7.0,11.48,20.5,False,False,True,8,0.0001900083418296413
2396,Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,First,21.9,1396.0,90.0,5.0,11.48,4.25,False,False,True,12,6.640625e-05
2397,Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,21460,First,17.0,1497.0,121.36,5.0,9.47,6.0,False,True,True,8,0.00027958993476234854
2398,Hyundai i20 1.2 Sportz,Coimbatore,2015,29634,Second,17.0,1197.0,80.0,5.0,11.48,6.0,False,True,True,9,0.00020247013565499088
2399,Maruti Swift VXI BSIII,Ahmedabad,2008,52000,First,16.1,1298.0,88.2,5.0,11.48,2.41,False,True,True,16,4.634615384615385e-05
2400,Honda Jazz V CVT,Hyderabad,2015,33000,First,19.0,1199.0,88.7,5.0,10.17,7.25,False,True,False,9,0.00021969696969696969
2401,Volvo XC90 2007-2015 D5 AWD,Kochi,2014,89230,First,11.1,2400.0,200.0,7.0,11.48,23.65,False,False,True,10,0.0002650453883223131
2402,Maruti Baleno Alpha 1.2,Delhi,2016,27000,First,21.4,1197.0,83.1,5.0,11.48,6.5,False,True,True,8,0.00024074074074074075
2403,Mercedes-Benz GLA Class 200 CDI SPORT,Kochi,2017,72524,Second,17.9,2143.0,136.0,5.0,11.48,18.06,False,False,False,7,0.0002490210137333848
2404,Renault KWID RXT,Hyderabad,2016,73000,First,25.17,799.0,53.3,5.0,11.48,3.2,False,True,True,8,4.383561643835617e-05
2405,Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,21740,First,18.16,1196.0,86.8,5.0,11.48,6.42,False,True,True,7,0.0002953081876724931
2406,Toyota Fortuner 4x2 Manual,Jaipur,2015,59000,First,13.0,2982.0,168.5,7.0,11.48,23.0,False,False,True,9,0.00038983050847457627
2407,Honda City 1.5 S MT,Chennai,2013,83432,First,17.0,1497.0,118.0,5.0,11.48,5.9,False,True,True,11,7.071627193403011e-05
2408,Mahindra Scorpio S2 7 Seater,Pune,2014,87200,First,15.4,2523.0,75.0,7.0,11.48,7.75,False,False,True,10,8.887614678899083e-05
2409,BMW 3 Series 320d,Hyderabad,2012,88000,First,13.2,1995.0,170.0,5.0,11.48,15.0,False,False,False,12,0.00017045454545454547
2410,Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,First,24.3,1248.0,88.5,5.0,11.47,9.0,False,False,True,7,0.00018624286069034022
2411,Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,First,11.74,1796.0,186.0,5.0,11.48,11.5,False,True,False,13,0.00022549019607843136
2412,Hyundai Verna 1.6 VTVT,Kolkata,2012,24000,Second,17.01,1591.0,121.3,5.0,11.48,6.2,False,True,True,12,0.00025833333333333334
2413,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,First,24.0,1186.0,73.97,5.0,8.17,5.92,False,False,True,7,0.0002849853174794204
2414,Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,First,20.14,1498.0,88.0,5.0,9.58,6.29,False,False,True,8,0.0002859090909090909
2415,Honda Amaze S i-Vtech,Kochi,2014,66355,First,18.0,1198.0,86.7,5.0,11.48,4.12,False,True,True,10,6.209027202170145e-05
2416,Honda CR-V 2.4 AT,Pune,2007,115800,Third,10.1,2354.0,152.0,5.0,11.48,3.8,False,True,False,17,3.2815198618307426e-05
2417,Hyundai Santro Xing GL Plus,Ahmedabad,2014,41125,First,17.92,1086.0,62.1,5.0,11.48,2.7,False,True,True,10,6.565349544072949e-05
2418,Mercedes-Benz B Class B200 CDI,Coimbatore,2017,43812,First,15.0,2143.0,107.3,5.0,11.48,20.28,False,False,False,7,0.0004628868803067653
2419,Honda Amaze S i-Vtech,Delhi,2014,69876,First,18.0,1198.0,86.7,5.0,11.48,3.9,False,True,True,10,5.5813154731238194e-05
2420,Toyota Fortuner 4x2 AT,Pune,2014,102000,Second,12.55,2982.0,168.5,7.0,11.48,16.5,False,False,False,10,0.00016176470588235295
2421,Hyundai Verna 1.6 VTVT,Pune,2011,68000,First,17.01,1591.0,121.3,5.0,11.48,3.7,False,True,True,13,5.4411764705882355e-05
2422,Jaguar XJ 3.0L Portfolio,Delhi,2016,12000,First,10.5,2993.0,271.23,4.0,11.48,79.0,False,False,False,8,0.006583333333333333
2423,BMW 3 Series 320d,Mumbai,2013,25000,First,22.69,1995.0,190.0,5.0,47.87,17.99,False,False,False,11,0.0007195999999999999
2424,Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,2013,51873,First,21.9,1396.0,88.76,5.0,11.48,3.9,False,False,True,11,7.518362153721589e-05
2425,Ford Figo Diesel EXI Option,Chennai,2012,72500,First,18.5,1399.0,68.0,5.0,11.48,3.12,False,False,True,12,4.303448275862069e-05
2426,Maruti Wagon R LXI BSIII,Pune,2007,83000,First,14.0,1061.0,64.0,5.0,11.48,1.65,False,True,True,17,1.9879518072289157e-05
2427,Hyundai Xcent 1.2 Kappa S Option,Kolkata,2015,39871,First,19.1,1197.0,81.86,5.0,11.48,3.5,False,True,True,9,8.778310049910963e-05
2428,Mahindra Xylo H4,Chennai,2015,82000,Second,14.02,2179.0,118.3,7.0,11.67,4.85,False,False,True,9,5.914634146341463e-05
2429,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,23152,First,19.27,2143.0,167.62,5.0,11.48,39.22,False,False,False,6,0.0016940221147201105
2430,Hyundai i10 Magna,Kolkata,2007,71600,Second,20.36,1197.0,78.9,5.0,11.48,2.0,False,True,True,17,2.793296089385475e-05
2431,Toyota Fortuner 3.0 Diesel,Mumbai,2010,122000,Second,11.5,2982.0,171.0,7.0,11.48,10.45,False,False,True,14,8.565573770491803e-05
2432,Toyota Camry Hybrid,Chennai,2016,29277,First,19.16,2494.0,158.2,5.0,11.48,27.0,False,True,False,8,0.0009222256378727329
2433,Ford Figo Diesel ZXI,Kolkata,2011,60000,First,20.0,1399.0,68.0,5.0,11.48,2.25,False,False,True,13,3.75e-05
2434,Hyundai Xcent 1.2 Kappa S Option,Kolkata,2014,42000,First,19.1,1197.0,81.86,5.0,11.48,3.45,False,True,True,10,8.214285714285715e-05
2435,Hyundai i20 Sportz 1.2,Kochi,2016,61823,First,18.6,1197.0,81.83,5.0,11.48,6.14,False,True,True,8,9.931578862235737e-05
2438,Maruti Dzire VDI,Hyderabad,2011,110000,First,28.4,1248.0,73.75,5.0,9.14,4.0,False,False,True,13,3.6363636363636364e-05
2439,Honda City 1.5 S MT,Kolkata,2010,38446,First,17.0,1497.0,118.0,5.0,11.48,2.59,False,True,True,14,6.736721635540758e-05
2440,Maruti Baleno Delta 1.3,Delhi,2017,33000,First,27.39,1248.0,74.0,5.0,11.48,6.96,False,False,True,7,0.00021090909090909092
2442,Hyundai EON Era Plus,Jaipur,2016,70000,First,21.1,814.0,55.2,5.0,11.48,3.0,False,True,True,8,4.2857142857142856e-05
2443,Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,First,20.14,1498.0,88.0,5.0,9.96,3.6,False,False,True,12,5.291160821893648e-05
2444,Chevrolet Beat Diesel LS,Coimbatore,2014,55012,Second,25.44,936.0,57.6,5.0,11.48,3.7,False,False,True,10,6.725805278848251e-05
2445,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,First,22.48,1995.0,190.0,5.0,63.71,21.75,False,False,False,11,0.00039545454545454546
2446,Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,First,17.9,2143.0,170.0,5.0,64.14,45.0,False,False,False,7,0.0018
2447,Maruti Alto K10 VXI,Coimbatore,2011,46808,Second,24.07,998.0,67.1,5.0,4.7,3.19,False,True,True,13,6.815074346265596e-05
2448,Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,First,20.14,1197.0,81.86,5.0,7.85,6.2,False,True,True,9,9.430661819509302e-05
2449,Hyundai i10 Magna 1.1,Coimbatore,2013,64466,First,19.81,1086.0,68.05,5.0,11.48,3.96,False,True,True,11,6.142772934570161e-05
2451,Maruti Swift Dzire Tour LDI,Jaipur,2016,80000,First,23.4,1248.0,74.0,5.0,11.48,4.5,False,False,True,8,5.625e-05
2452,Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,First,25.4,1186.0,73.97,5.0,11.48,3.55,False,False,True,7,5.144927536231884e-05
2453,Nissan Sunny Diesel XV,Chennai,2014,79200,First,22.71,1461.0,84.8,5.0,11.48,5.5,False,False,True,10,6.944444444444444e-05
2454,Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,First,15.8,1591.0,121.3,5.0,16.36,10.25,False,True,True,8,0.0003477287376598704
2455,Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,First,12.9,2755.0,174.5,7.0,37.38,30.0,False,False,False,7,0.00075
2456,Maruti Ritz VXi,Pune,2014,25000,Second,18.5,1197.0,85.8,5.0,11.48,3.5,False,True,True,10,0.00014
2457,Renault Pulse RxL,Delhi,2014,67668,First,23.08,1461.0,63.12,5.0,11.48,3.1,False,False,True,10,4.5811905184134305e-05
2458,Skoda Fabia 1.2 MPI Ambiente Petrol,Hyderabad,2010,78000,First,17.5,1198.0,75.0,5.0,11.48,3.25,False,True,True,14,4.1666666666666665e-05
2459,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,First,23.0,1498.0,98.96,5.0,11.89,8.99,False,False,True,7,0.00029966666666666667
2460,Volkswagen Vento Petrol Comfortline,Kolkata,2015,70623,First,15.04,1598.0,103.6,5.0,11.48,3.99,False,True,True,9,5.6497175141242944e-05
2461,Nissan Terrano XV 110 PS,Mumbai,2015,54000,Second,19.01,1461.0,108.5,5.0,11.48,6.0,False,False,True,9,0.00011111111111111112
2462,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,First,15.73,1968.0,174.33,5.0,11.48,18.25,False,False,False,9,0.0003802083333333333
2463,Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2012,62000,First,12.99,2494.0,100.0,7.0,11.48,7.75,False,False,True,12,0.000125
2464,Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Second,17.57,1193.0,88.7,5.0,6.62,4.5,False,True,True,7,9.574468085106382e-05
2465,Toyota Fortuner 3.0 Diesel,Bangalore,2014,171000,First,11.5,2982.0,171.0,7.0,11.48,16.75,False,False,True,10,9.795321637426901e-05
2466,BMW X3 xDrive20d,Pune,2012,108000,First,16.09,1995.0,184.0,5.0,11.48,17.5,False,False,False,12,0.00016203703703703703
2467,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2016,41000,First,22.7,1598.0,118.0,5.0,11.48,7.7,False,False,True,8,0.0001878048780487805
2468,Honda City 1.5 S MT,Pune,2012,66000,Second,17.0,1497.0,118.0,5.0,11.48,4.45,False,True,True,12,6.742424242424242e-05
2469,Maruti Swift Dzire LDI,Jaipur,2015,144000,First,26.59,1248.0,74.0,5.0,11.48,5.25,False,False,True,9,3.6458333333333336e-05
2470,BMW 3 Series 320d M Sport,Kochi,2017,23806,First,22.69,1995.0,190.0,5.0,11.48,33.66,False,False,False,7,0.0014139292615307063
2471,Nissan Micra XV CVT,Chennai,2013,89000,Second,19.34,1198.0,76.0,5.0,11.48,2.8,False,True,False,11,3.146067415730337e-05
2472,Maruti Baleno Zeta Automatic,Coimbatore,2018,38852,First,21.4,1197.0,83.1,5.0,11.48,8.47,False,True,False,6,0.00021800679501698757
2473,Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,First,26.21,1248.0,88.5,5.0,11.48,9.32,False,False,True,6,0.000135589275062921
2474,Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,23106,First,17.9,2143.0,136.0,5.0,11.48,27.43,False,False,False,7,0.0011871375400328919
2475,Honda Mobilio RS i DTEC,Delhi,2015,31250,First,24.5,1498.0,98.6,7.0,11.48,6.5,False,False,True,9,0.000208
2476,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2014,77795,First,12.99,2494.0,100.6,8.0,11.48,9.5,False,False,True,10,0.00012211581721190308
2477,Jaguar XF 3.0 Litre S Premium Luxury,Kochi,2015,47759,First,14.74,2993.0,270.9,5.0,11.48,31.8,False,False,False,9,0.0006658430871668168
2478,Toyota Etios Petrol TRD Sportivo,Chennai,2013,67620,Second,17.6,1496.0,88.8,5.0,11.48,4.2,False,True,True,11,6.211180124223603e-05
2479,Chevrolet Beat Diesel LS,Kochi,2013,44378,First,25.44,936.0,57.6,5.0,11.48,3.85,False,False,True,11,8.675469827391951e-05
2480,Honda Accord 2.4 M/T,Delhi,2012,64709,Second,12.8,2354.0,177.6,5.0,11.48,6.0,False,True,True,12,9.272280517393253e-05
2481,Maruti Alto LXi,Hyderabad,2007,76161,First,19.7,796.0,46.3,5.0,11.48,1.65,False,True,True,17,2.166463150431323e-05
2482,Skoda Octavia Ambition 2.0 TDI AT,Bangalore,2013,58410,First,19.3,1968.0,141.0,5.0,11.48,14.5,False,False,False,11,0.0002482451634994008
2483,Toyota Innova 2.5 V Diesel 7-seater,Delhi,2011,72000,First,12.8,2494.0,102.0,7.0,11.48,7.1,False,False,True,13,9.861111111111111e-05
2484,Audi A4 35 TDI Premium Sport,Chennai,2016,11000,First,17.11,1968.0,174.33,5.0,11.48,28.0,False,False,False,8,0.0025454545454545456
2485,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,First,24.3,1248.0,88.5,5.0,11.75,9.38,False,False,True,7,0.0002067810061284776
2486,Hyundai Grand i10 Sportz,Kochi,2016,59767,First,18.9,1197.0,82.0,5.0,11.48,4.78,False,True,True,8,7.99772449679589e-05
2487,Toyota Corolla DX,Chennai,2003,70000,Second,13.4,1794.0,125.0,5.0,11.48,1.7,False,True,True,21,2.4285714285714285e-05
2488,Tata Hexa XTA,Coimbatore,2019,14233,First,17.6,2179.0,153.86,7.0,22.74,17.85,False,False,False,5,0.0012541277313286026
2489,Hyundai i20 2015-2017 1.2 Asta,Pune,2010,72000,Second,17.0,1197.0,80.0,5.0,11.48,2.75,False,True,True,14,3.8194444444444444e-05
2490,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,First,17.01,1591.0,121.3,5.0,11.48,5.95,False,True,True,10,0.0005409090909090909
2491,Maruti Omni 8 Seater BSIV,Mumbai,2011,39000,First,14.0,796.0,35.0,5.0,11.48,1.5,False,True,True,13,3.846153846153846e-05
2492,Maruti Alto 800 2016-2019 VXI,Kochi,2019,19855,First,24.7,796.0,47.3,5.0,11.48,3.8,False,True,True,5,0.00019138755980861242
2493,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,2017,20149,First,19.27,2143.0,167.62,5.0,11.48,38.5,False,False,False,7,0.0019107648022234354
2494,Hyundai i10 Era 1.1,Jaipur,2011,70000,First,19.81,1086.0,68.05,5.0,11.48,2.15,False,True,True,13,3.071428571428571e-05
2495,Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Second,14.67,1798.0,177.46,5.0,33.36,3.75,False,True,False,14,6.0479969034255854e-05
2496,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,First,21.5,1498.0,108.5,5.0,15.86,8.95,False,False,False,8,0.00035098039215686273
2498,Honda Civic 2010-2013 1.8 V MT,Pune,2010,61700,First,14.8,1799.0,130.2,5.0,11.48,2.95,False,True,True,14,4.781199351701783e-05
2499,BMW 3 Series 320i Sedan,Coimbatore,2010,59660,First,12.05,1995.0,154.0,5.0,11.48,10.49,False,True,False,14,0.00017582970164264165
2500,Hyundai Santro Xing GLS,Hyderabad,2007,69775,Second,17.92,1086.0,62.1,5.0,11.48,1.85,False,True,True,17,2.6513794338946614e-05
2502,Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,88000,First,11.1,2354.0,142.0,5.0,11.48,5.25,False,True,False,15,5.965909090909091e-05
2503,Maruti Ertiga VDI,Kolkata,2014,47052,First,20.77,1248.0,88.76,7.0,11.48,5.99,False,False,True,10,0.0001273059593641078
2504,Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,69749,First,18.6,1388.0,67.0,5.0,11.48,3.82,False,False,True,9,5.476781029118697e-05
2505,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,79000,First,12.07,2967.0,241.4,7.0,11.48,39.0,False,False,False,12,0.0004936708860759494
2506,Audi A4 35 TDI Premium,Coimbatore,2016,39644,First,17.11,1968.0,174.33,5.0,11.48,25.75,False,False,False,8,0.0006495308243365957
2507,Tata Indica Vista Quadrajet VX,Hyderabad,2012,137800,First,22.3,1248.0,74.0,5.0,11.48,2.2,False,False,True,12,1.5965166908563136e-05
2508,Hyundai Verna CRDi ABS,Chennai,2008,120000,Second,18.1,1493.0,110.0,5.0,11.48,2.0,False,False,True,16,1.6666666666666667e-05
2509,Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,First,16.1,1950.0,194.0,5.0,70.55,56.5,False,False,False,6,0.005136363636363636
2510,BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Second,22.69,1995.0,190.0,5.0,54.43,21.0,False,False,False,10,0.0011290322580645162
2511,Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,First,24.0,1120.0,70.0,5.0,11.48,4.0,False,False,True,10,3.4215816261066677e-05
2512,Hyundai i10 Sportz AT,Coimbatore,2011,32824,First,16.95,1197.0,78.9,5.0,11.48,3.83,False,True,False,13,0.0001166829149402876
2513,Maruti Swift VXi BSIV,Kochi,2016,19148,First,16.1,1197.0,85.0,5.0,11.48,5.89,False,True,True,8,0.0003076039273031126
2514,Hyundai Santro Xing GLS,Kolkata,2010,35008,First,17.92,1086.0,62.1,5.0,11.48,1.36,False,True,True,14,3.884826325411335e-05
2515,BMW 6 Series Gran Coupe,Delhi,2013,21000,Second,17.54,2993.0,313.0,4.0,11.48,44.0,False,False,False,11,0.0020952380952380953
2517,Hyundai Verna 1.4 VTVT,Bangalore,2016,36000,First,17.43,1396.0,105.5,5.0,11.48,8.0,False,True,True,8,0.00022222222222222223
2518,Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,First,23.4,1248.0,74.0,5.0,11.48,4.25,False,False,True,12,7.572922791824807e-05
2519,Maruti Swift VDI,Pune,2018,30000,First,28.4,1248.0,74.0,5.0,11.48,6.0,False,False,True,6,0.0002
2520,Skoda Octavia 2.0 TDI AT Style Plus,Kochi,2016,31021,First,19.5,1968.0,141.0,5.0,11.48,16.61,False,False,False,8,0.0005354437316656459
2521,Renault Duster 110PS Diesel RxL,Coimbatore,2013,52600,First,19.6,1461.0,108.45,5.0,11.48,7.26,False,False,True,11,0.00013802281368821293
2522,Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,First,10.5,2179.0,120.0,8.0,11.48,4.0,False,False,True,19,6.666666666666667e-05
2523,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2016,44001,First,18.12,1995.0,190.0,5.0,11.48,34.51,False,False,False,8,0.0007843003568100724
2524,Maruti Wagon R VXI BSIII,Chennai,2003,101000,Third,17.3,1061.0,64.0,5.0,11.48,0.95,False,True,True,21,9.405940594059405e-06
2525,Maruti Wagon R LXI BSIII,Hyderabad,2007,84169,First,14.0,1061.0,64.0,5.0,11.48,2.2,False,True,True,17,2.613788924663475e-05
2526,Hyundai i20 Sportz 1.2,Mumbai,2017,14001,First,18.6,1197.0,81.83,5.0,11.48,5.75,False,True,True,7,0.0004106849510749232
